Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
eye mask,,,Green,No,560,140,51,Green,Black,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,5,comfy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMask3,358,11156,csWKsYtw2k9ADBQpT,2B94
eye mask,,,Blue,No,560,140,51,Blue,Black,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,6,comfy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMask0,358,4425,68oXMszxbRtGoe9tH,1149
eye patch,,,,No,140,35,51,Black,Black,1x1,130.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,1,fairy tale; goth,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassPatchBlack,380,4457,iZoTNGb8htGE8JWEw,1169
facial mask,,,,No,560,140,51,White,White,1x1,500.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Simple,Simple,1,goth; comfy,AcceEyeMouth,No,For sale,1.0.0,Yes,AccessoryGlassmouthPackWhite,417,4512,KzBY9kLtwTHhHGzR3,11A0
fake nose,,,,No,490,122,51,Red,Red,1x1,440.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,1,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthNoseRed,407,4496,chP2wAyDtdSTS3XrF,1190
flower sunglasses,,,Red,No,770,192,51,Red,Black,1x1,690.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassFlower0,857,5739,iJsQqLTdb4gcPwekJ,166B
flower sunglasses,,,Orange,No,770,192,51,Orange,Black,1x1,690.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Summer,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassFlower1,857,11228,6TygyrRpgFEJRtYAD,2BDC
flower sunglasses,,,Green,No,770,192,51,Green,Black,1x1,690.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassFlower4,857,11231,vnNLfafLRpv9vrESq,2BDF
flower sunglasses,,,Blue,No,770,192,51,Blue,Black,1x1,690.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassFlower2,857,11229,g4jdQJuTAwEgGWsyH,2BDD
flower sunglasses,,,Purple,No,770,192,51,Purple,Black,1x1,690.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassFlower3,857,11230,hN8mRmSqAqfBBXqsK,2BDE
food mess,,,,No,490,122,51,Orange,Beige,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Cute,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPasta,904,5857,ErTpS7LHoG7hZ4bvn,16E1
funny glasses,,,Pink,No,1100,275,51,Pink,Black,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,1,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassEyes1,418,11008,4ASpkj55QiocnNkZ2,2B00
funny glasses,,,Blue,No,1100,275,51,Aqua,Black,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,2,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassEyes2,418,11009,dio9gmQCebNSjSX89,2B01
funny glasses,,,Brown,No,1100,275,51,Brown,Black,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Cute,3,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassEyes0,418,4513,nvgwq4bKZzDoiTQzw,11A1
gas mask,,,Black,No,1100,275,51,Black,Black,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,1,goth; work,AcceEyeMouth,No,For sale,1.0.0,Yes,AccessoryGlassmouthGasmask0,487,4649,cuqWQPfsbkmXz5DuB,1229
gas mask,,,Avocado,No,1100,275,51,Green,Green,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,2,goth; work,AcceEyeMouth,No,For sale,1.0.0,Yes,AccessoryGlassmouthGasmask1,487,11160,9K9ea2sRHMsPmcX6d,2B98
glass-bottle glasses,,,,No,1100,275,51,Black,Gray,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,1,comfy; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBottleBlack,286,4282,JFtffcGH7WnPnJKtc,10BA
goatee,,,,No,980,245,51,Colorful,Colorful,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,Summer,Free,Free,Cool,Simple,1,everyday; comfy; theatrical,AccessoryMouthEarJaw,No,For sale,1.0.0,Yes,AccessoryMouthBeardChinBlack,502,4676,W5S7BC9qA4QMCQEFR,1244
goggles,,,Black,No,560,140,51,Black,Black,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,1,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles0,378,4454,3YkDq5TZm3jE8nBL9,1166
goggles,,,Red,No,560,140,51,Red,Red,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,2,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles5,378,11488,P8X4Rnuc6WjHTrbkz,2CE0
goggles,,,Pink,No,560,140,51,Pink,Pink,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,3,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles2,378,11485,49s9b7jcrE8uaFEdR,2CDD
goggles,,,Green,No,560,140,51,Green,Green,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,4,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles3,378,11486,sDjZobRoupcETEKeH,2CDE
goggles,,,Blue,No,560,140,51,Blue,Blue,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,5,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles1,378,11484,gozwdhewwK4PmPGFQ,2CDC
goggles,,,Purple,No,560,140,51,Purple,Purple,1x1,500.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,6,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGoggles4,378,11487,kwS6ErrZHdDNXpmbR,2CDF
handlebar mustache,,,,No,1120,280,51,Colorful,Colorful,1x1,1000.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,All Year,Free,Free,Elegant,Gorgeous,1,fairy tale; formal; theatrical,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthBeardBlack,185,3550,HJfvmuhPDFMN8eRB2,0DDE
heart shades,,,Pink,No,1040,260,51,Pink,Blue,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Summer,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart0,259,4237,ZkwfoAxXwqiJav677,108D
heart shades,,,Yellow,No,1040,260,51,Yellow,Blue,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart1,259,11188,jvPC7gmEHvxxgmwfA,2BB4
heart shades,,,Green,No,1040,260,51,Green,Blue,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart4,259,11191,CbiyKw9gGsMfYzA4g,2BB7
heart shades,,,Blue,No,1040,260,51,Aqua,Blue,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart2,259,11189,k2fF9yEC5S3XGsXhX,2BB5
heart shades,,,Purple,No,1040,260,51,Purple,Blue,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeart3,259,11190,3fs7r8mBn9EiGmMT7,2BB6
HMD,,,,No,2000,500,51,White,Black,1x1,1800.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,1,comfy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHmdWhite,614,5182,Hkcb2b5RCvgcXrHvc,143E
jester's mask,,,Black,No,1760,440,51,Black,White,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,1,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot0,504,4678,5iGdajwpPAQ98B9eE,1246
jester's mask,,,Red,No,1760,440,51,Red,White,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,2,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot1,504,11166,7HBtvdHttSMJiuA7W,2B9E
jester's mask,,,Green,No,1760,440,51,Green,White,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,3,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot2,504,11167,LTCnc3SoDzsffayDr,2B9F
jester's mask,,,Blue,No,1760,440,51,Blue,White,1x1,1600.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Cool,4,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryGlassmouthPierrot3,504,11168,Kpyk7xszcwxgdawqA,2BA0
Labelle sunglasses,,,Midnight,No,2000,500,351,Black,Black,1x1,1800.0,Poki,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,,,All Year,All Year,,Free,Free,Gorgeous,Cool,1,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate1,1137,11776,Pk4syNKBscFTBD2mP,2E00
Labelle sunglasses,,,Passion,No,2000,500,351,Red,Red,1x1,1800.0,Poki,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,,,All Year,All Year,,Free,Free,Gorgeous,Cool,2,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate2,1137,11777,TJqYcpQKFaPX6naSj,2E01
Labelle sunglasses,,,Love,No,2000,500,351,Pink,Pink,1x1,1800.0,Poki,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,,,All Year,All Year,,Free,Free,Gorgeous,Cool,3,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate5,1137,11780,WHaB5ZbzSPteM5KxG,2E04
Labelle sunglasses,,,Sunset,No,2000,500,351,Yellow,Yellow,1x1,1800.0,Poki,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,,,All Year,All Year,,Free,Free,Gorgeous,Cool,4,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate4,1137,11779,Km6htuKWbDhQx5v2o,2E03
Labelle sunglasses,,,Ocean,No,2000,500,351,Blue,Blue,1x1,1800.0,Poki,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,,,All Year,All Year,,Free,Free,Gorgeous,Cool,5,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate3,1137,11778,yWuQ9CtGKLaG7ntW9,2E02
Labelle sunglasses,,,Twilight,No,2000,500,351,Purple,Purple,1x1,1800.0,Poki,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,,,All Year,All Year,,Free,Free,Gorgeous,Cool,6,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassKate0,1137,9887,2B4ttG2NJS7ZKRimP,269F
ladder shades,,,Red,No,880,220,51,Red,Red,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,1,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind0,387,4464,DErjYKaqmFEkp7RQ3,1170
ladder shades,,,Pink,No,880,220,51,Pink,Pink,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,All Year,Free,Free,Active,Active,2,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind3,387,11004,8wvE7HfG9HvK33nTW,2AFC
ladder shades,,,Yellow,No,880,220,51,Yellow,Yellow,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,3,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind4,387,11005,mcex6oPn8f8KotnrZ,2AFD
ladder shades,,,Green,No,880,220,51,Green,Green,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,4,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind2,387,11003,wnvu2B7z7M975uCMf,2AFB
ladder shades,,,Blue,No,880,220,51,Blue,Blue,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,5,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind1,387,11002,kbZR8T9YaP2Pb7q6P,2AFA
ladder shades,,,Gold,No,880,220,51,Brown,Brown,1x1,790.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Active,6,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind5,387,11006,SF89YKrjwGsa5Dp7t,2AFE
leaf,,,,Yes,NFS,100,103,Green,Green,1x1,,,Crafting,,,,All Year,All Year,,Free,Free,Simple,Simple,1,outdoorsy; comfy; vacation,AccessoryMouth,No,Not for sale,1.0.0,Yes,AccessoryMouthLeafGreen,508,4682,XrpTjwp94FwmvXjmE,124A
Luigi 'stache,,,,No,1200,300,201,Black,Beige,1x1,,,Nook Shopping Promotion,Not available before March 1st 2021,,,All Year,All Year,,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthLuigi0,1325,13559,e5vt5v7DzBMFC5qTq,34F7
Mario 'stache,,,,No,1200,300,201,Black,Beige,1x1,,,Nook Shopping Promotion,Not available before March 1st 2021,,,All Year,All Year,,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthMario0,1324,13558,zSgBiJSJofpgFQD8w,34F6
masquerade mask,,,Black,No,910,227,51,Black,Yellow,1x1,820.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,1,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian1,494,11161,GL9igRSB2nTebNAin,2B99
masquerade mask,,,Red,No,910,227,51,Red,Yellow,1x1,820.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,2,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian3,494,11163,DknNtTo9sb2jZHDht,2B9B
masquerade mask,,,Purple,No,910,227,51,Pink,Yellow,1x1,820.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,3,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian0,494,4667,vwytnsJLdnFYZdeHR,123B
masquerade mask,,,Gold,No,910,227,51,Orange,Yellow,1x1,820.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,4,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian5,494,11165,nzAimcCqJg46jjNiN,2B9D
masquerade mask,,,Green,No,910,227,51,Green,Yellow,1x1,820.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,5,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian4,494,11164,PEA7Y7djsLQryh4c2,2B9C
masquerade mask,,,Blue,No,910,227,51,Blue,Yellow,1x1,820.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Gorgeous,6,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian2,494,11162,6yKLSWNnpyXAPKJ4h,2B9A
monocle,,,Silver,No,1100,275,51,Gray,Gray,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,1,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle2,385,11001,tXaLxYbQPqcTZWxej,2AF9
monocle,,,Black,No,1100,275,51,Black,Black,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,All Year,Free,Free,Elegant,Cool,2,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle0,385,4462,vtCepd9DjYS2H5vcb,116E
monocle,,,Gold,No,1100,275,51,Yellow,Yellow,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Elegant,Cool,3,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle1,385,11000,ghxLRorCD3NWR5h5x,2AF8
neon shades,,,Light blue & pink,No,1760,440,51,Aqua,Pink,1x1,1600.0,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,,,All Year,All Year,,Free,Free,Cool,Active,1,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon0,1438,14690,bHuuRkz2qTsJhfv8j,3962
neon shades,,,Pink & yellow,No,1760,440,51,Pink,Yellow,1x1,1600.0,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,,,All Year,All Year,,Free,Free,Cool,Active,2,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon2,1438,271,FKCBZCF27pK5iMz3N,010F
neon shades,,,Orange & lime,No,1760,440,51,Orange,Green,1x1,1600.0,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,,,All Year,All Year,,Free,Free,Cool,Active,3,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon1,1438,270,rmrebJexJNThgW86o,010E
neon shades,,,Lime & purple,No,1760,440,51,Green,Blue,1x1,1600.0,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,,,All Year,All Year,,Free,Free,Cool,Active,4,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon3,1438,272,wwBPzo9rZssurQMFH,0110
night-vision goggles,,,,No,1560,390,51,Black,Green,1x1,1400.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Active,Cool,1,outdoorsy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassNightvisionBlack,615,5261,sMdtidR3zypRsgSCW,148D
Nook Inc. eye mask,,,,No,NFS,2000,151,Green,White,1x1,400.0,Nook Miles,Nook Miles Redemption,,,,All Year,All Year,,Free,Free,Simple,Cute,1,comfy,AccessoryEye,Yes,Not for sale,1.0.0,Yes,AccessoryGlassNook0,1148,9654,n8j5gx4zjuK7tkYKq,25B6
Nook Inc. snorkel,,,,No,NFS,2500,151,Green,Black,1x1,500.0,Nook Miles,Nook Miles Redemption,,,,All Year,All Year,,Free,Free,Active,Active,1,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,Not for sale,1.3.0,Yes,AccessoryGlassmouthNook0,1300,13215,cg2tZnttCZ9Wj3k9S,339F
nose drip,,,,No,490,122,51,Aqua,Aqua,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthJokeDripCyan,899,5833,9YbFJqBD3hmQkW4Gq,16C9
nose tissue,,,,No,80,20,51,White,White,1x1,70.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,1,everyday; comfy,AccessoryMouth,No,For sale,2.0.0,Yes,AccessoryMouthTissue0,1251,12965,ZE7RhipcFrgEFDiDr,32A5
octagonal glasses,,,Gray,No,1100,275,51,Gray,Gray,1x1,990.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,All Year,Free,Free,Cute,Cool,1,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon0,261,4239,dzKG7sMGwFn7EaKjm,108F
