Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID,Internal ID as hex
silly glasses,,,Purple,No,770,192,51,Purple,Black,1x1,690.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,1,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes0,1489,14850,gmRWzcJSNB5QXyZDa,3A02
silly glasses,,,Pink,No,770,192,51,Pink,Purple,1x1,690.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,2,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes2,1489,441,yZDzWsC99w6SsX7Qj,01B9
silly glasses,,,Yellow,No,770,192,51,Yellow,Blue,1x1,690.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,3,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes1,1489,440,X5ZiiNaNp6tRZgSn2,01B8
silly glasses,,,Light blue,No,770,192,51,Aqua,Green,1x1,690.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,4,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes3,1489,442,isMTngnMkDCbwaiTm,01BA
silly glasses,,,Blue,No,770,192,51,Blue,Yellow,1x1,690.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,5,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes4,1489,443,84RLSGW59PgkQJwjR,01BB
silly glasses,,,White,No,770,192,51,Gray,Red,1x1,690.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Simple,6,goth; party,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassSolideyes5,1489,444,jxr5nTJF83nvsLhEx,01BC
simple sunglasses,,,Black,No,880,220,51,Black,Black,1x1,790.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,1,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal0,1461,14795,aXPFDKYhqc9McTr86,39CB
simple sunglasses,,,Red,No,880,220,51,Red,Black,1x1,790.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,2,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal4,1461,157,C6Fnpfj46yLZM5ez5,009D
simple sunglasses,,,Orange,No,880,220,51,Orange,Black,1x1,790.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,3,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal5,1461,158,4PrdCFuoqLzXxEeuE,009E
simple sunglasses,,,Yellow,No,880,220,51,Yellow,Black,1x1,790.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,4,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal2,1461,155,eYSEaFN924rcSBbFR,009B
simple sunglasses,,,Lime,No,880,220,51,Green,Black,1x1,790.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,5,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal3,1461,156,rHaYK6Yk5mHz9Wxgt,009C
simple sunglasses,,,White,No,880,220,51,White,Black,1x1,790.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Active,Simple,6,everyday; vacation,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNomal1,1461,154,APE9crmj9WsK8BpdK,009A
ski goggles,,,Yellow,No,980,245,51,Pink,Yellow,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,1,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski1,377,11479,NwNqq5g2iw4DeMsBY,2CD7
ski goggles,,,White,No,980,245,51,Orange,White,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Active,Active,2,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski0,377,4453,GWhWLPt3sExfeAG2c,1165
ski goggles,,,Purple,No,980,245,51,Green,Blue,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,3,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski2,377,11480,4umKSoR2BWtW6JyFK,2CD8
ski goggles,,,Orange,No,980,245,51,Aqua,Orange,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,4,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski5,377,11483,vSksuA8nCN72Tq3ji,2CDB
ski goggles,,,Green,No,980,245,51,Blue,Green,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,5,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski4,377,11482,SydPBHGEnpRAKuCfq,2CDA
ski goggles,,,Pink,No,980,245,51,Purple,Pink,1x1,880.0,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,,Free,Free,Active,Active,6,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassGogglesski3,377,11481,RBByDZoTeK5b6jvXn,2CD9
snorkel mask,,,Black,No,700,175,51,Gray,Black,1x1,630.0,Poki,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,1,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver5,432,11497,jFwR59w58PSPL53K4,2CE9
snorkel mask,,,Red,No,700,175,51,Red,Red,1x1,630.0,Poki,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,2,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver2,432,11494,ekXFtoFg8mmsbyZYp,2CE6
snorkel mask,,,Pink,No,700,175,51,Pink,Pink,1x1,630.0,Poki,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,3,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver3,432,11495,3oBKZL4APPZGp7KpN,2CE7
snorkel mask,,,Orange,No,700,175,51,Yellow,Orange,1x1,630.0,Poki,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,4,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver1,432,11493,xHJu2dJts5RYTFw7p,2CE5
snorkel mask,,,Green,No,700,175,51,Green,Green,1x1,630.0,Poki,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,5,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver4,432,11496,v9xCArJntbpz9FhSG,2CE8
snorkel mask,,,Blue,No,700,175,51,Aqua,Blue,1x1,630.0,Poki,Nintendo; Able Sisters,Mailed to players after the 1.3.0 update in a letter from Nintendo; Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,,Free,Free,Active,Active,6,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,For sale,1.3.0,Yes,AccessoryGlassmouthDiver0,432,4551,rSw6wK34RyoG5cMe3,11C7
sporty shades,,,White,No,1300,325,51,White,Orange,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,1,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports1,381,11489,CA5YASgCBpgL2PSpX,2CE1
sporty shades,,,Black,No,1300,325,51,Black,Orange,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,2,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports0,381,4458,QkHqffg8X4eTL6PXX,116A
sporty shades,,,Pink,No,1300,325,51,Pink,Pink,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,3,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports2,381,11490,GgdcckY8p5Rg5NyTY,2CE2
sporty shades,,,Lime,No,1300,325,51,Green,Aqua,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,4,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports3,381,11491,uwEjreWEdYSbuxXE9,2CE3
sporty shades,,,Light blue,No,1300,325,51,Aqua,Blue,1x1,1200.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Active,Active,5,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSports4,381,11492,THB8TWPykhsELXErr,2CE4
square glasses,,,Gray,No,880,220,51,Gray,Gray,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Simple,1,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare2,258,11067,QxFwFytYcWo5acGtW,2B3B
square glasses,,,Black,No,880,220,51,Black,Black,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Simple,Simple,2,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare1,258,11066,LhvFWS5ADiDiPJwai,2B3A
square glasses,,,Blue,No,880,220,51,Blue,Blue,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Winter,Free,Free,Simple,Simple,3,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare3,258,11068,CvziuqadDpoQgGK4C,2B3C
square glasses,,,Brown,No,880,220,51,Brown,Brown,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Simple,Simple,4,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSquare0,258,4236,rAzkKijSEqXzoAZKY,108C
squared browline glasses,,,Gray,No,1040,260,51,Gray,Yellow,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Cool,1,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare3,1391,165,fARrP83AnC3qjTooH,00A5
squared browline glasses,,,Black,No,1040,260,51,Black,Yellow,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Cool,2,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare0,1391,14362,2ZykrYipJHcfMNf4B,381A
squared browline glasses,,,Green,No,1040,260,51,Green,Gray,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Cool,3,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare2,1391,164,MZDq7QznBMuHgAxLn,00A4
squared browline glasses,,,Brown,No,1040,260,51,Brown,Yellow,1x1,940.0,Poki,Able Sisters,,,,All Year,All Year,,Free,Free,Simple,Cool,4,everyday; formal; work,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassThurmontsquare1,1391,163,DRYt8riBFzSdSmwWv,00A3
stache & glasses,,,Black,No,770,192,51,Black,Orange,1x1,690.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Gorgeous,1,party; theatrical,AcceEyeMouth,Yes,For sale,1.0.0,Yes,AccessoryGlassmouthBeard0,408,4501,s7hDzZ3ajPpK9fnEW,1195
stache & glasses,,,Red,No,770,192,51,Red,Black,1x1,690.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cute,Gorgeous,2,party; theatrical,AcceEyeMouth,Yes,For sale,1.0.0,Yes,AccessoryGlassmouthBeard1,408,11007,M8owND8DnAEKA9nuX,2AFF
star shades,,,Pink,No,880,220,51,Pink,Black,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar1,262,11192,PCZAYraP9kdaqnZy7,2BB8
star shades,,,Yellow,No,880,220,51,Yellow,Black,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar0,262,4240,y4n8SisxyS7dGRWL7,1090
star shades,,,Green,No,880,220,51,Green,Black,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar4,262,11195,PaF6nho2LRBu5x7Pi,2BBB
star shades,,,Blue,No,880,220,51,Aqua,Black,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Summer,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar2,262,11193,h4zk6rrWiX94jefGH,2BB9
star shades,,,Purple,No,880,220,51,Purple,Black,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassStar3,262,11194,GiBvxa93RwTN46zhE,2BBA
steampunk glasses,,,Green,No,1300,325,51,Brown,Green,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Cool,1,fairy tale; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSteampunk0,511,4685,uANDLz5EDWphoM3Lc,124D
steampunk glasses,,,Purple,No,1300,325,51,Brown,Purple,1x1,1200.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Gorgeous,Cool,2,fairy tale; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassSteampunk1,511,11505,Rhhrv89PGEMbdbdPt,2CF1
sticky rice,,,,No,490,122,51,White,White,1x1,440.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Cute,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthRice,489,4652,isnXDFfGkHKKB8bMP,122C
sunflower sunglasses,,,,No,1200,300,201,Yellow,Brown,1x1,,,Nook Shopping Seasonal,,Summer Solstice,Yes,All Year,Summer,,Free,Free,Gorgeous,Active,1,outdoorsy; party; vacation,AccessoryEye,Yes,Seasonal,2.0.0,Yes,AccessoryGlassSummer0,1311,13325,TbpYoSke87m3ZcWpS,340D
superhero mask,,,,No,1040,260,51,Black,Black,1x1,940.0,Poki,Able Sisters,Available from Able Sisters shop only,,,All Year,All Year,,Free,Free,Cool,Active,1,fairy tale; theatrical; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassHeromaskBlack,510,4684,fK2Xz8nxAebSkWNdE,124C
tiny shades,,,Black,No,1100,275,51,Black,Black,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cool,Cool,1,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMini1,384,11215,tCxZoqcR8egLcu4oh,2BCF
tiny shades,,,Berry red,No,1100,275,51,Red,Black,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cool,Cool,2,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMini2,384,11216,8YkgkHp2z5tycST3j,2BD0
tiny shades,,,Gold,No,1100,275,51,Yellow,Black,1x1,990.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,All Year,Free,Free,Cool,Cool,3,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMini0,384,4461,DnZtrKfwj3MAy6PZc,116D
tortoise specs,,,Black,No,1040,260,51,Black,Beige,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Winter,Free,Free,Simple,Cool,1,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTortoiseshell2,383,11080,fEshNAFDwcyo9v2fX,2B48
tortoise specs,,,Beige,No,1040,260,51,Orange,Beige,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Simple,Cool,2,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTortoiseshell1,383,11079,jewJFqgFQTHKyAKTz,2B47
tortoise specs,,,Brown,No,1040,260,51,Brown,Orange,1x1,940.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Winter,Free,Free,Simple,Cool,3,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTortoiseshell0,383,4460,kqomsYL33TB7zaNtY,116C
triangle shades,,,White,No,880,220,51,White,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle5,264,11207,QpAQQTRoBmcjNBeEK,2BC7
triangle shades,,,Black,No,880,220,51,Black,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle6,264,11208,vGHab8KFNDFRgW5h6,2BC8
triangle shades,,,Red,No,880,220,51,Red,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle0,264,4242,cw8m5tS85qMGGnpy9,1092
triangle shades,,,Orange,No,880,220,51,Orange,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle1,264,11203,cR58LxuFK4Kcxh7fc,2BC3
triangle shades,,,Green,No,880,220,51,Green,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,5,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle4,264,11206,4edkdodmNhmpkSCBo,2BC6
triangle shades,,,Blue,No,880,220,51,Aqua,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,6,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle2,264,11204,xSM4vD2KSok5cjo6p,2BC4
triangle shades,,,Purple,No,880,220,51,Purple,Purple,1x1,790.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,,Free,Free,Cute,Active,7,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassTriangle3,264,11205,vAuSuBJcAfyMR6wk7,2BC5
Venetian carnival mask,,,Gold,No,2400,600,201,Yellow,Red,1x1,,,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,,Free,Free,Gorgeous,Elegant,1,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia0,1447,14753,aZbA8aKMF5N9aGbtQ,39A1
Venetian carnival mask,,,Pink,No,2400,600,201,Pink,Purple,1x1,,,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,,Free,Free,Gorgeous,Elegant,2,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia3,1447,268,CLABpMMfamXdLe2Ba,010C
Venetian carnival mask,,,Blue,No,2400,600,201,Aqua,Blue,1x1,,,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,,Free,Free,Gorgeous,Elegant,3,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia2,1447,267,rwsdgSQ9ELd9vAwwM,010B
Venetian carnival mask,,,Silver,No,2400,600,201,Gray,Black,1x1,,,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,,Free,Free,Gorgeous,Elegant,4,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia1,1447,266,MeS35zmX5yAA2KGFi,010A
Venetian carnival mask,,,White,No,2400,600,201,White,Colorful,1x1,,,Nook Shopping Seasonal,,Carnival of Venice,Yes,All Year,All Year,,Free,Free,Gorgeous,Elegant,5,fairy tale; party; theatrical,AccessoryEyeMouthInvisibleNose,Yes,Seasonal,2.0.0,Yes,AccessoryGlassmouthVenezia4,1447,269,7tvGjke6YBupemtDa,010D
Wario 'stache,,,,No,1200,300,201,Black,Pink,1x1,,,Nook Shopping Promotion,Not available before March 1st 2021,,,All Year,All Year,,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthWario0,1326,13560,JkKdho5JRRQe5idg2,34F8
wooden-frame glasses,,,Brown,No,1560,390,51,Brown,Gray,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Winter,Free,Free,Simple,Cool,1,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassWood0,496,4669,dbnqry4vZBvK6LrS2,123D
wooden-frame glasses,,,Dark brown,No,1560,390,51,Brown,Yellow,1x1,1400.0,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,,,All Year,All Year,Winter,Free,Free,Simple,Cool,2,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassWood1,496,11093,2MufTC9TPErbryyKS,2B55
